FIPS,Population,Area,Land Area,Water Area,Median Age,Median Age (Male),Median Age (Female),Pop 16-19,Pop 16-19 (Dropped Out),Median HH,Median Structure Year,Median Value,Median Gross Rent,Median Rent as Pct of Income,Rented Housing Units,Units No Cars
80870004001,1679,0.4919544,0.4919544,0,34.3,28,41.8,109,15,58125,1956,174500,1035,28.2999992370605,284,0
80870004002,964,0.2460869,0.2460869,0,41.3,44.3,35.8,0,0,47098,1954,162500,752,22.7000007629395,223,0
80870004003,1320,0.5376427,0.5376427,0,49.2,34.2,58.6,76,0,30833,1970,202200,521,32.5999984741211,345,78
80870005001,1348,0.5912761,0.5912761,0,26,21.7,34.5,112,0,58621,0,178500,880,24.7000007629395,150,0
80870005002,532,0.2814438,0.2814438,0,41.3,42.3,37.7,23,0,68984,0,186500,618,16,113,35
80870005003,784,0.4996089,0.4996089,0,34.9,32,40.3,85,15,51202,0,159800,868,19.8999996185303,184,61
80870006001,1017,110.078,110.0747,0.003315846,36.5,37.8,30.4,87,0,62833,1966,249500,887,49.5999984741211,135,50
80870006002,431,0.4992019,0.4992019,0,34.7,36.5,34.7,0,0,56705,1990,233300,788,30.7000007629395,107,0
80870006003,544,0.4879629,0.4879629,0,24.6,45.1,19.8,68,59,40221,1975,9999,,,0,0
80870006004,2566,0.4990737,0.4990737,0,26.1,23.6,28.4,356,69,49696,1978,,1028,26.7999992370605,384,107
80870006005,1960,0.9904528,0.9904528,0,35.7,38.1,31.9,32,0,64875,1975,173300,833,27.2000007629395,181,66
80870007001,576,1.985748,1.985748,0,32.8,33.1,29.2,0,0,,1983,84600,924,14.5,112,23
80870007002,1673,1.576579,1.576579,0,40.9,38.2,45,75,0,61793,1978,203800,724,51,75,46
80870007003,1689,0.4046428,0.4046428,0,31.5,31.4,33.5,41,0,23958,1960,133500,,45.9000015258789,364,53
80870007004,1560,0.6233909,0.6233909,0,25.9,26.3,25.3,139,28,58125,1947,142700,863,23.6000003814697,235,0
80870007005,473,6.042946,6.001499,0.04144653,43.4,38.2,65.2,18,0,33250,1958,236400,858,51,94,0
80870008001,1087,285.9402,285.8459,0.09425719,46.9,51.9,43.7,12,0,63718,1982,266400,1056,22.1000003814697,87,0
80870008002,632,51.64627,51.61929,0.02698545,52.5,51.7,53,41,9,72083,1976,184100,1104,26.2999992370605,48,0
80899680001,968,15.42986,15.19151,0.2383405,51.6,48.2,55.3,31,0,44830,1956,106400,682,26.6000003814697,96,26
80899680002,625,2.087334,2.049518,0.03781601,34.1,29.8,34.8,33,0,37500,1943,85900,764,28.7999992370605,141,13
80899681001,1337,13.19958,12.07047,1.12911,23.9,19.7,29.8,141,0,25221,1971,71800,732,40.7999992370605,214,51
80899681002,669,0.6471022,0.6471022,0,45,45.9,44.2,0,0,37969,1940,77300,592,27.6000003814697,86,15
80899681003,521,0.2242493,0.2242493,0,44.2,44.2,49.1,26,0,26667,1955,65400,,24.1000003814697,131,7
80899682001,887,18.2126,18.01859,0.1940133,55.2,44.8,56.5,81,0,44931,1961,92400,641,27.8999996185303,55,0
80899682002,522,33.3229,33.15583,0.1670691,54.6,54.6,57.1,9,0,38889,1964,158700,,,72,0
80899682003,1355,0.4807049,0.4726535,0.008051389,30.8,30.9,27.9,177,8,35167,1965,68800,782,41.0999984741211,162,16
80899683001,660,6.899535,6.836691,0.06284353,36.5,40.6,36.4,30,0,43750,1968,139900,801,29.7999992370605,165,54
80899683002,1242,19.56545,19.45914,0.1063047,38.7,41.8,34.9,53,12,55313,1970,141100,588,28.1000003814697,90,0
80899683003,1656,4.987526,4.978831,0.008694635,41.8,41.3,45,32,0,44848,1980,108800,647,31.1000003814697,245,26
80899683004,546,6.452921,6.40359,0.04933112,55.3,52,56.4,0,0,,1968,,541,45.7000007629395,137,29
80899684001,1101,959.0994,957.7593,1.340056,40.5,39.8,41,35,2,35870,1960,74300,681,18.7999992370605,111,29
80899685001,938,183.5699,179.2917,4.278166,52.1,52.5,51.9,58,0,49219,1966,126000,521,28.5,87,23
80899685002,670,3.534444,3.439434,0.09501048,35.1,37.3,31.1,51,0,53438,1964,141000,706,35.2999992370605,54,0
80899686001,1231,0.2514158,0.2493718,0.002044025,29.5,19.7,38.8,225,121,35167,0,68500,426,22.3999996185303,215,182
80899686002,930,0.3372699,0.3361645,0.001105411,37.3,40.9,32.6,63,0,22283,1941,83800,720,51,230,31
80899686003,1243,0.7708569,0.7465185,0.02433834,48.1,42.5,58.1,69,28,41349,0,94800,671,28.2000007629395,387,50
80899686004,637,0.2522533,0.2522533,0,40,33.6,40.3,92,0,38580,1967,85000,1009,24.7999992370605,83,19
80899686005,544,0.3784624,0.3784624,0,36.3,22.1,39.3,190,0,,1963,97400,,,25,0
80919676001,1425,155.5193,155.4943,0.02494915,58.2,58.9,58.1,10,0,79271,1998,479200,1407,17.5,106,0
80919676002,878,132.613,132.1857,0.4272217,60.4,57.5,61.6,34,0,55500,1994,613200,1043,51,161,8
80919676003,1015,124.6753,124.6591,0.01621282,49.1,44.9,52.1,47,0,62813,1983,468300,1094,32.5,144,0
80919676004,1478,129.4029,129.2536,0.1492034,47.4,45.9,47.5,45,0,61591,1994,388000,1160,24.3999996185303,188,20
80930001001,3528,16.30857,16.27724,0.03133026,45.8,35.2,50.3,108,0,73500,1984,318400,1085,13.8999996185303,158,0
80930001002,2021,25.95609,25.92973,0.02636653,49.6,49.5,51.3,0,0,93750,1979,418500,,,0,0
80930001003,1502,148.8734,148.6817,0.1917213,50.7,53.1,46.6,113,0,59403,1993,317600,,43.2999992370605,155,0
80930002001,1942,5.176781,5.168907,0.007874168,45.6,49.5,44.6,47,0,96406,1980,332600,1383,35.5999984741211,92,0
80930002002,1894,163.1827,163.0729,0.1097812,49.9,49,50,92,0,91656,1984,348900,944,40.7999992370605,86,0
80930003001,2149,77.91326,77.52519,0.3880701,40.9,42.6,37.6,123,8,52093,1989,321000,1194,36,274,7
80930003002,751,31.70624,31.62206,0.08417877,32.4,36.6,28.5,39,0,69276,1995,327600,1174,43.9000015258789,83,0
80930004001,1046,658.8065,657.2992,1.507244,61,61.3,58.7,0,0,69728,1995,338200,,,42,14
80930004002,332,271.2751,266.9917,4.283327,24.5,10.6,40.5,0,0,116583,1994,290100,,,0,0
80930005001,698,184.8324,179.3915,5.440945,55,54.7,58.5,13,0,,1980,230700,,,19,0
80930005002,1158,290.2883,285.7588,4.52958,57.9,59.8,56.9,37,0,70982,1994,298700,,,30,0
80930005003,846,336.3338,336.127,0.2068318,63.3,64.2,63.3,0,0,87143,1999,256100,,,4,0
80959676001,490,362.7353,362.6425,0.09284715,46.6,43.9,51.3,33,0,56786,1966,256800,769,19.3999996185303,38,0
80959676002,818,10.07538,10.07538,0,42.6,40.3,42.9,12,0,56875,1966,175600,535,13.6000003814697,99,11
80959676003,784,5.991701,5.984736,0.006964511,29.7,29.9,29,28,0,51875,1969,168800,910,14.3999996185303,83,8
80959676004,958,0.2279698,0.2279698,0,29.2,28.9,30.9,89,0,49792,1955,87900,825,21.3999996185303,161,4
80959677001,542,174.7001,174.6834,0.01671707,42,40.7,43.3,27,1,42031,0,158300,443,20.6000003814697,43,9
80959677002,698,134.3139,134.3139,0,49.5,45.8,50.3,14,0,45385,1954,151400,777,36.9000015258789,51,0
80970001001,2241,54.04996,54.01789,0.03207042,38.3,38.8,36.9,79,0,82827,1993,430700,2175,40.2999992370605,220,0
80970001002,1046,83.31841,82.97379,0.3446167,50.1,26.8,63.1,209,0,80349,1991,464900,,,34,0
80970001003,1000,18.01513,17.92002,0.09512013,62.2,57.4,62.5,0,0,122564,1979,1795600,,,71,0
80970001004,835,234.3894,234.3246,0.06479721,48.3,51.2,32.3,17,0,65313,1990,635800,1375,51,66,0
80970001005,2318,78.90376,78.79736,0.1064005,43.6,36.9,49.2,189,0,61920,1986,822700,1183,33.0999984741211,419,39
80970004011,1758,1.467143,1.467143,0,44,39.3,50.2,125,0,63393,1979,2000001,983,30.2999992370605,459,62
80970004012,1092,0.2058759,0.2058759,0,46.2,47.1,42.5,7,7,107303,1976,900800,1661,30.7000007629395,179,109
80970004013,988,4.270419,4.270419,0,45.2,45.6,36,0,0,72734,1983,,2199,24.1000003814697,170,20
80970004014,941,3.907195,3.907195,0,43.4,47.3,39.7,16,0,76750,1979,662300,1945,30.5,247,18
80970004021,2293,33.70731,33.70731,0,40.4,44.8,30.7,105,52,101298,1988,351200,1592,34.2000007629395,346,52
80970004022,633,0.391454,0.391454,0,34.3,31,36.2,9,0,93491,1977,1046900,1538,16.2999992370605,154,29
80970005001,2018,18.54186,18.54186,0,35.3,37.9,34.6,45,32,104714,2001,484600,1263,26.7999992370605,106,18
80970005002,763,442.0272,440.1723,1.854838,46.8,52.9,40.8,0,0,71250,1988,,1431,26.7999992370605,145,0
80990001001,813,132.1026,131.2291,0.8734789,41.7,41.4,43.3,43,0,65966,1979,202200,,,33,0
80990001002,677,27.2238,27.06712,0.1566795,43.7,43,44.2,15,0,46354,1973,130900,635,31,104,2
80990002001,989,1.720698,1.684281,0.03641677,29.3,38.2,28.2,43,0,31685,1954,57800,690,25.7000007629395,179,9
80990002002,1432,0.6525323,0.6525323,0,36.4,40,35.9,84,0,34157,1951,52800,710,35.7000007629395,142,27
80990003001,452,0.1821263,0.1821263,0,31.2,17,34.5,35,0,50690,1956,100500,1005,19.8999996185303,53,14
80990003002,1175,0.2853365,0.2853365,0,25.4,20,26.3,152,8,39477,1946,59900,821,30,280,0
80990003003,479,0.1694846,0.1694846,0,47.7,24.8,52.6,14,0,40825,1976,,230,32,120,61
80990003004,1169,0.7908118,0.7908118,0,23.9,21.8,26.4,201,0,62500,1975,205800,,,55,0
80990003005,881,0.2450795,0.2450795,0,55.6,52.8,59.7,75,0,76979,1966,118900,726,14.6000003814697,219,41
80990003006,419,0.5610277,0.5610277,0,48.4,48.4,47.9,0,0,42568,1973,125500,,,47,0
80990006001,493,486.7607,484.9937,1.767062,46.2,43.9,53.5,36,0,47222,1973,161900,637,49.2999992370605,41,0
80990006002,872,4.007522,3.92705,0.0804718,35.3,35.2,35.8,40,0,37457,1946,61700,648,24.2999992370605,103,4
80990007001,976,911.2387,908.7274,2.511288,41.6,35.3,45.6,41,0,38077,1963,83800,544,25.7999992370605,122,5
80990007002,1195,78.38174,77.87943,0.5022988,37.7,31.7,38.6,36,0,31058,1983,124200,925,36.7999992370605,192,50
81010001001,603,0.4726964,0.4708138,0.001882634,63.7,63.3,63.8,0,0,99286,1956,294100,,,31,0
81010001002,335,0.1431864,0.1431864,0,52.7,47,57.7,0,0,43511,1958,100700,1039,31.3999996185303,102,7
81010001003,1638,0.7211466,0.7211466,0,39.2,36.6,42.6,80,0,49872,1967,150600,738,22.8999996185303,247,0
81010002001,1076,0.4307089,0.4246236,0.006085356,32,32.7,27.4,72,0,41375,1978,127600,944,34.0999984741211,159,9
81010002002,943,0.7946851,0.7240377,0.07064743,33.1,33.4,33,89,0,28388,1964,78900,1065,41.0999984741211,160,0
81010003001,1838,0.4704898,0.4704898,0,41.1,40.7,45.4,41,7,,,,,,0,0
81010004001,721,0.1292025,0.1292025,0,27,29.4,25.1,29,22,38261,1953,100300,839,37.0999984741211,99,0
81010004002,1226,0.362553,0.362553,0,40.9,41.4,39.8,17,0,47333,1957,132300,883,27.2000007629395,280,14
81010004003,767,0.151369,0.151369,0,40,39.8,43.2,7,7,34181,1953,101100,854,33.5999984741211,185,0
81010005001,947,1.110634,1.09986,0.01077341,48.1,47.1,51.1,116,20,22813,1960,84500,490,37.7999992370605,251,64
81010005002,389,0.1469821,0.1469821,0,47,37,47.8,0,0,76250,1948,250000,885,23.2999992370605,56,0
81010005003,726,0.1487269,0.1487269,0,44.3,36.1,53.1,50,0,57794,0,142700,1281,27.7000007629395,125,3
81010006001,412,0.1043348,0.1043348,0,53.3,50.1,55.4,6,0,16429,1945,,546,27,210,76
81010006002,646,0.1255736,0.1255736,0,40.5,43.4,36.8,19,9,26422,0,109600,619,26.8999996185303,261,59
81010006003,862,0.1218071,0.1218071,0,32,26.1,36.5,18,0,26987,1951,107300,1035,43.5999984741211,190,28
81010008001,970,0.2152767,0.2152767,0,33.4,29.2,38.2,76,0,42969,1958,83400,770,24.2999992370605,316,34
81010008002,822,0.1079843,0.1079843,0,29,27.9,29.4,71,0,29181,0,60900,815,31,81,0
81010008003,1338,0.4763501,0.4763501,0,39.4,39.3,40.1,32,0,23996,1947,74100,720,44.5,306,125
81010009021,813,0.5718741,0.5718741,0,33.2,25.5,50.8,0,0,28558,1978,,820,28.7999992370605,217,15
81010009022,2314,0.297079,0.297079,0,37.8,43.5,33.3,24,0,39005,1974,141100,549,26.2999992370605,543,64
81010009023,1187,0.2010013,0.2010013,0,25.3,20.3,33.4,141,0,77829,1957,151900,1121,18.1000003814697,70,0
81010009024,1031,0.1749904,0.1749904,0,30.2,26.1,38.1,77,0,38546,1969,135900,531,51,219,15
81010009025,982,0.185368,0.185368,0,47.7,46.2,53.1,81,0,82455,1975,162300,,,86,0
81010009031,521,0.4034077,0.4034077,0,20.2,20.5,19.7,207,0,27868,1980,,456,22.1000003814697,47,0
81010009041,1835,0.3744508,0.3744508,0,33.4,33.9,30.6,76,14,54605,1964,152000,1128,21.5,198,0
81010009042,626,0.188553,0.188553,0,47.3,55.1,44.5,0,0,39014,1956,121200,1051,36.4000015258789,51,0
81010009043,1538,0.3859211,0.3859211,0,64.1,59.2,66.7,37,0,34880,1967,131400,,33.9000015258789,567,229
81010009051,1488,0.2002739,0.2002739,0,30.4,29.8,31.2,126,0,36493,1978,179400,751,33.5999984741211,485,56
81010009052,754,0.07827526,0.07827526,0,24.7,27.3,24.7,0,0,21675,1976,150000,700,43.9000015258789,301,28
81010010001,1473,0.254288,0.254288,0,31.2,31.9,29.3,153,18,37875,1972,87000,859,35,296,43
81010010002,1840,0.2081782,0.2081782,0,29.8,24.1,37.9,283,17,36121,1961,88300,894,32.7999992370605,294,69
81010010003,694,0.1495335,0.1495335,0,39.5,39.8,37.7,0,0,34391,1953,101000,788,51,104,18
81010010004,754,0.155842,0.155842,0,34.9,43.1,34.4,0,0,33125,1961,97700,1024,51,118,9
81010011001,632,0.2497849,0.2497849,0,38.5,38.3,39.9,13,0,32059,1972,74800,620,45.7999992370605,85,17
81010011002,707,0.1417841,0.1417841,0,51,32.9,51.6,15,0,,0,69300,1132,51,173,127
81010011003,830,0.1550586,0.1550586,0,45.2,44.1,45.9,73,0,30319,0,57000,963,33.7000007629395,204,14
81010012001,1006,0.3159632,0.3159632,0,37.5,37.3,38.1,66,0,28542,0,69400,758,38.0999984741211,196,58
81010012002,1261,0.7087986,0.7087986,0,32.9,32.3,35.7,37,0,30119,1951,79600,916,43.2000007629395,258,42
81010014001,1476,0.4286699,0.4054528,0.0232171,36.8,36.2,37.7,52,4,28977,1947,87200,718,31.2999992370605,475,154
81010015001,1480,0.2518764,0.2518764,0,37.2,37.8,32.9,119,24,36680,1941,116100,750,38.7999992370605,291,69
81010015002,882,0.2533216,0.2533216,0,45.5,46.1,44.5,23,0,47262,1940,158200,1031,45,90,4
81010016001,696,0.7996284,0.7340235,0.06560494,57.2,56.5,57.7,34,0,62946,1955,168000,,,6,6
81010016002,1041,0.2622723,0.2622723,0,48.9,49,48.8,42,0,47386,1949,168800,1063,51,103,0
81010017001,1368,0.4747111,0.4747111,0,27.6,27.9,26.9,21,0,30417,1959,154800,737,51,421,109
81010017002,1870,0.4301483,0.4301483,0,44.2,43,44.9,99,26,60375,1966,164200,1314,19.5,107,9
81010017003,1642,0.2998925,0.2998925,0,52.3,48.9,53.5,34,8,66250,1964,186300,746,43.5,42,0
81010018001,1096,0.1530868,0.1530868,0,34,31.5,36.9,67,11,46548,1952,114100,953,40.4000015258789,180,23
81010018002,497,0.1454219,0.1454219,0,55.6,55.3,58,6,0,26908,0,104700,866,51,67,0
81010018003,615,0.1242376,0.1242376,0,41.2,41.9,36.4,63,0,60833,1949,113100,928,24.2000007629395,45,7
81010019001,870,0.1939492,0.1939492,0,34.2,34.9,28.9,72,11,33321,0,150600,593,21.3999996185303,268,74
81010019002,754,0.1706467,0.1706467,0,31.8,37.1,31.3,41,0,31121,0,97100,556,25.3999996185303,142,28
81010020001,684,0.2594715,0.2578031,0.001668348,27.8,27.5,38.1,33,0,20609,1946,81700,591,48.0999984741211,157,0
81010020002,559,0.2348339,0.2338926,0.0009413171,43.8,43.5,45.3,27,0,23162,0,68900,788,33.5999984741211,223,86
81010020003,626,0.102153,0.102153,0,48,36.9,50.2,22,16,35625,0,104100,842,20.8999996185303,73,15
81010020004,1317,0.1335836,0.1335836,0,35,35.2,33.9,69,16,46250,0,113100,611,19.6000003814697,228,18
81010021001,652,0.1044321,0.1044321,0,38.4,36.4,45.6,44,0,25324,0,74500,755,31.1000003814697,225,78
81010021002,742,0.2114736,0.2114736,0,47.2,44.3,51.6,46,0,26304,0,65800,720,41.2000007629395,202,39
81010022001,640,0.160339,0.160339,0,37.2,43.3,33.3,10,0,33000,1950,103900,732,43.0999984741211,186,22
81010022002,937,0.1469489,0.1469489,0,35.8,35.2,35.9,13,0,29750,0,82700,985,45.2000007629395,175,0
81010023001,844,0.1951665,0.1951665,0,29.5,22.5,48.2,53,0,41875,1942,95200,876,30.3999996185303,135,53
81010023002,465,0.1236264,0.1236264,0,51,50,57.3,9,9,26771,0,91400,789,31.3999996185303,88,22
81010023003,895,0.2417034,0.2417034,0,31.7,35.1,30.3,7,0,47781,1951,86200,906,19.3999996185303,179,49
81010023004,1781,0.8090632,0.5928112,0.216252,27.5,30.3,25.7,7,3,36526,1989,116700,791,39.2999992370605,447,107
81010024001,839,0.1642664,0.1642664,0,35.4,31.5,39.2,36,0,34737,1942,99300,924,51,152,16
81010024002,831,0.1641757,0.1641757,0,42.2,39.2,50.1,47,0,24648,1955,100000,664,41.5,125,16
81010025001,975,0.140396,0.140396,0,34.2,34.1,35,25,0,40682,0,97000,1079,37.7999992370605,144,20
81010025002,1125,0.1707186,0.1707186,0,31.5,27.9,42.7,50,0,47667,0,89400,853,45.7999992370605,206,47
81010025003,533,0.141064,0.141064,0,30.7,22.9,32.8,11,0,35625,0,80000,750,32.5,106,11
81010026001,1115,0.2799345,0.2799345,0,23.4,19.9,26.6,77,10,24318,1975,83200,728,40.7000007629395,334,29
81010026002,2095,0.5128734,0.5128734,0,32.7,29.8,34.1,120,0,18284,1964,108700,655,39.7000007629395,711,278
81010026003,879,0.1128414,0.1128414,0,44.3,43.7,44.8,23,13,41313,1957,95600,1034,33.7000007629395,144,0
81010027001,1282,0.2452803,0.2452803,0,41.6,41.2,43.6,63,0,41389,1956,111100,1198,51,117,0
81010027002,1402,0.2551834,0.2551834,0,25.5,22.9,36.1,25,0,33567,1978,120800,666,42.2999992370605,251,0
81010027003,942,0.1260129,0.1260129,0,45.3,40.2,55.2,10,0,81538,1976,158300,920,24,70,0
81010027004,397,0.120172,0.120172,0,46.7,53.5,45.2,24,10,,1959,179000,,,0,0
81010027005,642,0.1340593,0.1340593,0,49.9,47.5,53.8,45,0,65481,1961,148600,941,23.7000007629395,95,0
81010027006,663,0.2086948,0.2086948,0,25.4,24.3,32.1,40,0,28472,1971,159300,726,23.6000003814697,186,11
81010028011,1258,0.208901,0.208901,0,34,33.4,38.9,50,0,47026,1960,109500,1067,51,53,0
81010028012,1331,0.1849414,0.1849414,0,31,27.4,34.6,102,44,36391,1969,131600,,,83,0
81010028013,644,0.09909196,0.09909196,0,48.5,48.2,49.3,29,0,45875,1971,152700,863,23.6000003814697,97,0
81010028014,1325,0.1230164,0.1230164,0,38.5,41.3,30.8,102,0,40508,1976,148300,743,24.5,351,48
81010028015,636,0.2221902,0.2221902,0,73.5,63,79,0,0,31172,1986,151700,1510,51,119,30
81010028021,674,0.7310648,0.7005925,0.03047234,56.9,55.1,62,96,0,65250,1956,211700,,,24,0
81010028022,1295,0.3328398,0.3328398,0,30,26.4,38.5,22,0,43348,1958,130500,797,24,194,0
81010028023,1627,0.509536,0.509536,0,56.9,56.6,60.4,19,0,53393,2002,172700,688,25.5,195,48
81010028041,2367,14.68713,14.57635,0.110775,36.8,40.8,32.6,248,0,54943,1991,187000,1041,25.6000003814697,209,0
81010028042,1335,95.22337,95.09332,0.1300465,61,64.4,58.4,43,22,50188,1975,215700,742,26.2999992370605,62,0
81010028043,1014,173.3598,173.1782,0.1816576,54.6,54.3,58.6,12,0,83705,1997,284900,1330,28.8999996185303,75,0
81010028061,1205,218.9666,216.5449,2.421723,43.1,41.4,45.7,63,10,73917,1991,188900,1404,51,71,0
81010028062,1854,26.84559,25.63922,1.206373,35.8,30.3,40.4,214,0,79963,2004,184300,,,17,0
81010028063,1177,95.85395,95.81227,0.04168166,54.3,53.4,54.8,115,0,80227,1964,199000,,,46,0
81010028071,736,0.2147357,0.2147357,0,48.4,30.8,54.1,15,0,32174,1989,174000,848,41.2999992370605,215,8
81010028072,1109,0.1861928,0.1861928,0,34.2,26.3,36.9,84,1,62344,1979,172700,1091,28.3999996185303,73,0
81010028073,2962,0.8629403,0.8621098,0.0008305058,42.4,36.9,47.4,149,0,67473,1997,190200,1068,51,141,11
81010028081,1736,0.5739591,0.5739591,0,37.9,22.8,43.5,212,66,79167,1985,289700,956,51,107,0
81010028082,1590,1.933646,1.933247,0.0003988435,47.7,46.1,48.9,113,0,111552,1987,280800,1375,32,32,0
81010029011,1243,0.1680467,0.164956,0.003090748,23.3,22.3,28.5,67,0,19758,1959,85400,696,34.9000015258789,275,87
81010029012,1740,3.614807,3.575585,0.03922258,40.1,35.5,47.1,132,0,37153,2001,113900,950,33.5999984741211,426,79
81010029031,2145,0.9286391,0.9286391,0,50.1,46.5,52.2,66,0,51125,1992,165500,702,35.5999984741211,293,31
81010029032,5807,9.296115,9.274484,0.02163137,30.9,30,34.4,453,73,66080,2002,187900,1381,34.5,612,51
81010029061,1801,3.493793,3.493793,0,47.8,50.4,44.7,54,0,71625,1998,275500,1144,26.6000003814697,62,10
81010029062,2520,24.21651,24.08869,0.1278153,39.9,39.7,40.4,137,13,84125,1999,249400,2118,19.2999992370605,66,0
81010029111,2894,7.472969,6.865707,0.6072615,46.1,48.3,44.7,145,0,83304,2001,257100,1555,27,73,0
81010029121,1770,1.505178,1.501919,0.003259088,35.5,32.5,39,123,0,56875,1995,174100,927,24.3999996185303,374,57
81010029131,1672,1.085405,1.078666,0.006739027,56.6,60.1,56.5,28,0,65250,1995,243800,625,51,85,53
81010029132,1552,0.8415499,0.8415499,0,50.2,50.6,49.1,114,0,82407,1995,238600,1731,21.5,66,0
81010029141,2248,1.314845,1.314845,0,32.9,36.5,31.5,91,0,69569,1993,162100,979,28.2999992370605,183,0
81010029142,913,0.6901175,0.6894622,0.0006552154,34.5,25.8,34.8,0,0,49250,1995,155900,1077,20.2000007629395,170,0
81010029151,2693,1.108188,1.108188,0,35.7,36.3,35.3,158,0,70592,1998,222200,1068,23.7999992370605,352,0
81010029161,1881,0.5743173,0.5743173,0,32.4,32.1,32.7,78,0,39360,1993,146700,1087,33.5,195,0
81010029162,1347,0.3940474,0.3940474,0,38.6,43,37.2,98,0,32721,1990,66300,868,42.5999984741211,219,40
81010029171,3128,17.38612,16.25984,1.126274,39.4,38.6,40.6,115,0,89135,2000,253800,1139,24.5,118,8
81010029181,2489,120.3639,120.2177,0.1461339,36.9,39.4,35.5,138,0,75558,2004,197200,1620,25.7999992370605,76,0
81010029182,4991,21.21348,21.18394,0.02953296,41.1,39.1,41.4,376,0,75472,2005,233400,,19.2000007629395,102,0
81010030011,1448,5.388727,5.220561,0.168166,33.9,34.4,33.2,76,0,39509,1975,89900,1087,28.2000007629395,180,0
81010030041,1659,0.839097,0.839097,0,42.4,42.6,42,64,11,118864,1980,238000,1458,16.7000007629395,38,0
81010030042,1289,3.397408,3.392102,0.005305044,43.1,43.3,41.5,42,0,80096,1995,318500,858,28.8999996185303,147,0
81010031031,1291,3.09749,2.806312,0.2911778,46.3,40.1,54.4,69,0,50313,1968,186800,819,28.3999996185303,110,6
81010031032,572,2.248635,2.233527,0.01510818,39.9,43.3,39.6,72,17,43750,1948,78700,,,34,0
81010031041,956,0.9994788,0.9994788,0,46.1,52,45.4,46,4,52625,1972,199000,1188,45.7999992370605,46,0
81010031042,582,1.102638,1.092121,0.01051781,43.8,43.4,46.4,3,0,68750,1974,223500,856,36,37,0
81010031043,651,0.6510142,0.6510142,0,53.7,55.2,52.1,15,0,54167,1970,169800,,,6,6
81010031051,1600,3.496641,3.378157,0.1184836,35.3,30.6,35.8,65,0,91078,1973,265500,,,0,0
81010031052,917,1.418401,1.415646,0.002755611,39.4,37.6,41.9,56,0,75625,1971,220300,,,30,0
81010031053,929,1.246276,1.246276,0,54.3,55.1,54.2,40,15,70000,1974,199600,,,42,0
81010031061,1321,14.84204,14.73645,0.1055889,45.8,45.8,49.5,117,0,54625,1976,207900,794,17.6000003814697,75,0
81010032001,1170,17.59485,17.37104,0.2238095,49.7,49.3,49.9,106,0,53400,1970,206100,1178,25.2000007629395,90,18
81010032002,697,788.2718,786.265,2.006733,60.2,59.6,60.8,0,0,41507,1979,162500,,,9,0
81010032003,1487,26.07061,25.64921,0.4213981,33,33,33,105,0,61473,1972,165100,782,19.5,124,33
81010035001,1112,1.141362,1.115686,0.02567579,50.2,43.1,66.4,13,0,24306,0,151000,455,27.8999996185303,390,165
81010035002,764,0.9519454,0.8282386,0.1237068,60.1,55,62.2,0,0,14296,1956,61500,401,29.2999992370605,384,207
81010036001,1671,60.6115,60.55986,0.0516346,32.4,24.6,35.9,92,6,30197,1985,113000,802,51,280,104
81010036002,463,521.8955,520.67,1.225488,53.6,52.3,55.3,27,1,41250,1955,84700,530,9,25,4
81019801001,0,74.62177,74.35887,0.2629043,,,,0,0,,,,,,0,0
81039511001,662,953.5325,951.8792,1.65333,36.9,35.4,39,30,0,56042,1993,347400,,,43,0
81039511002,441,1032.853,1032.64,0.2130334,54.1,56.9,52.2,0,0,43670,1983,331100,,,26,0
81039511003,1275,5.755207,5.755207,0,31.3,35.2,28.3,72,1,51011,1958,156300,680,22.2000007629395,224,11
81039511004,1318,0.5374558,0.5374558,0,40.5,39.2,42.3,64,0,61349,1976,207500,825,27.2000007629395,139,5
81039512001,363,1225.251,1225.238,0.01322825,24.7,20.5,34.6,83,0,70114,1985,,1364,27.7000007629395,18,0
81039512002,851,3.424238,3.424238,0,32.6,39.7,31.5,52,0,41042,1980,137500,917,19.7999992370605,130,4
81039512003,1474,1.459827,1.459827,0,35.1,32.9,36.8,53,0,78235,1979,175000,748,31.2000007629395,92,11
81059767001,1257,5.058623,5.039576,0.01904758,47.9,56.1,47.8,127,0,37115,1970,204300,,26.1000003814697,244,85
81059767002,938,1.872921,1.872921,0,40.5,33.9,47.2,48,0,39228,1967,116900,647,24.7000007629395,98,45
81059767003,859,0.5031394,0.5031394,0,35,35.8,22.6,0,0,35120,1959,,788,46.0999984741211,240,0
81059767004,2025,9.768664,9.768664,0,35.5,20.8,39,162,0,,1968,113300,531,23.7000007629395,395,63
81059768001,760,2.789184,2.783938,0.005245198,57.2,52.8,58.9,46,0,33198,1973,80700,389,23.5,101,48
81059768002,1045,1.449292,1.449292,0,37.8,37.3,39.5,39,8,33800,1958,97400,610,27,176,14
81059770001,944,260.9019,260.7806,0.1212492,62.2,63.8,59.9,27,0,54219,1991,260900,221,23.7999992370605,75,6
81059770002,1355,343.7885,343.7466,0.04192683,44.6,45.3,42.2,45,0,63281,1982,251800,,,80,0
81059770003,1092,104.2785,104.277,0.001461011,34.5,34,35.1,135,0,45789,1986,222000,429,16.7999992370605,246,68
81059770004,1030,181.927,181.7361,0.1909773,34.8,31.7,39.8,132,32,43607,1979,270900,684,51,119,0
